pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
4-Seam,2023-07-07,89.7,1.86,6.72,"Schmitt, Casey",669477,596295,No event,ball,NA,NA,NA,NA,12,Casey Schmitt pops out to first baseman C.  J. Cron.,R,R,Left,SF,COL,Ball,NA,,0,0,2023,0.55,1.65,0.08,4.07,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,553869,NA,NA,-5.54998916185279,-130.501842845098,-4.06449605892513,7.43175915462535,26.8629767223706,-12.6569301687626,3.53,1.66,NA,NA,NA,89.9,2205,6.4,717448,596295,553869,543068,605612,641857,678662,666134,686668,592178,54.14,NA,NA,NA,NA,NA,NA,NA,20,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,153,0,0.037
Slider,2023-07-05,77.1,3.27,6.13,"Schmitt, Casey",669477,543548,Field out,hit_into_play,NA,NA,NA,NA,7,Casey Schmitt lines out sharply to left fielder Jarred Kelenic.,R,R,Left,SF,SEA,X,7,line_drive,1,1,2023,-1.24,0.07,-0.77,1.88,NA,NA,682641,2,4,Bot,72.99,96.46,NA,NA,663728,NA,NA,-6.29213938289508,-112.004830674429,-2.04179448447387,-8.97394309688054,23.7856495126371,-31.367253875607,3.3,1.6,286,103.3,18,76,2301,6,717490,543548,663728,645801,543939,676609,641487,672284,677594,606192,54.52,0.489,0.599,0,1,0,0,5,32,3,Slider,1,0,1,0,0,1,1,0,Standard,Standard,296,-0.022,-0.224
Changeup,2023-07-05,80.1,3.14,6.17,"Schmitt, Casey",669477,543548,No event,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt lines out sharply to left fielder Jarred Kelenic.,R,R,Left,SF,SEA,Strike,NA,,1,0,2023,1.54,0.61,1,1.59,NA,NA,682641,2,4,Bot,NA,NA,NA,NA,663728,NA,NA,-7.58239771698128,-116.366570684079,-4.5374158647456,15.4024972633692,21.1335356193509,-25.941046597732,3.3,1.6,NA,NA,NA,79.9,1751,6.1,717490,543548,663728,645801,543939,676609,641487,672284,677594,606192,54.36,NA,NA,NA,NA,NA,NA,NA,32,2,Changeup,1,0,1,0,0,1,1,0,Standard,Standard,130,0,-0.046
Changeup,2023-07-05,78.9,3.05,6.14,"Schmitt, Casey",669477,543548,No event,ball,NA,NA,NA,NA,14,Casey Schmitt lines out sharply to left fielder Jarred Kelenic.,R,R,Left,SF,SEA,Ball,NA,,0,0,2023,1.36,0.8,0.34,0.99,NA,NA,682641,2,4,Bot,NA,NA,NA,NA,663728,NA,NA,-8.41053828322583,-114.515230951422,-5.88659435341238,13.5075141788638,19.5745444354692,-24.2111832329318,3.48,1.59,NA,NA,NA,78.9,1648,6.3,717490,543548,663728,645801,543939,676609,641487,672284,677594,606192,54.23,NA,NA,NA,NA,NA,NA,NA,32,1,Changeup,1,0,1,0,0,1,1,0,Standard,Standard,124,0,0.029
Changeup,2023-07-05,79.3,3.22,6.13,"Schmitt, Casey",669477,543548,Field out,hit_into_play,NA,NA,NA,NA,14,"Casey Schmitt grounds out, third baseman Jose Caballero to first baseman Mike Ford.",R,R,Left,SF,SEA,X,5,ground_ball,1,0,2023,1.29,0.76,0.62,1.39,NA,NA,682641,2,2,Bot,114.71,181.42,NA,NA,663728,NA,NA,-8.0602684616845,-115.215256366924,-5.04700881281681,12.9563901587375,19.6909469880774,-24.6489084089301,3.3,1.6,2,65.1,-33,79.2,1637,6.1,717490,543548,663728,645801,543939,676609,641487,672284,677594,606192,54.37,0.063,0.057,0,1,0,0,2,16,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,128,-0.024,-0.271
Slider,2023-07-05,77.2,3.21,6.13,"Schmitt, Casey",669477,543548,No event,ball,NA,NA,NA,NA,8,"Casey Schmitt grounds out, third baseman Jose Caballero to first baseman Mike Ford.",R,R,Left,SF,SEA,Ball,NA,,0,0,2023,-1.13,0.1,-0.13,1.63,NA,NA,682641,2,2,Bot,NA,NA,NA,NA,663728,NA,NA,-5.02582909681326,-112.256714329443,-2.74220671048898,-8.51203103707532,21.7030903206688,-30.9929997815792,3.38,1.58,NA,NA,NA,76.5,2444,6,717490,543548,663728,645801,543939,676609,641487,672284,677594,606192,54.53,NA,NA,NA,NA,NA,NA,NA,16,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,314,0,0.029
Slider,2023-07-05,85.7,-2.51,6.19,"Schmitt, Casey",669477,686654,Field out,hit_into_play,NA,NA,NA,NA,1,Casey Schmitt lines out to third baseman Jose Caballero.,R,R,Right,SF,SEA,X,5,line_drive,1,0,2023,0.36,-0.12,-0.73,3.01,682641,NA,NA,1,6,Bot,102.02,164.55,NA,NA,663728,NA,NA,3.50197386884749,-124.900057741075,-1.07246149568041,3.15081396505436,22.3269536060011,-33.4659553378628,3.3,1.6,110,59.1,16,86.2,1961,6.3,717490,686654,663728,645801,543939,676609,641487,672284,677594,606192,54.22,0.211,0.19,0,1,0,0,1,49,2,Slider,2,0,2,0,0,2,2,0,Strategic,Standard,112,-0.037,-0.228
Slider,2023-07-05,85,-2.67,6.17,"Schmitt, Casey",669477,686654,No event,ball,NA,NA,NA,NA,11,Casey Schmitt lines out to third baseman Jose Caballero.,R,R,Right,SF,SEA,Ball,NA,,0,0,2023,0.25,-0.2,-0.91,3.64,682641,NA,NA,1,6,Bot,NA,NA,NA,NA,663728,NA,NA,3.64402380299925,-123.821738593581,0.707675662416434,1.99312415138334,21.5231353484714,-34.5365472091699,3.39,1.62,NA,NA,NA,85.6,2079,6.4,717490,686654,663728,645801,543939,676609,641487,672284,677594,606192,54.14,NA,NA,NA,NA,NA,NA,NA,49,1,Slider,2,0,2,0,0,2,2,0,Strategic,Standard,98,0,0.021
2-Seam,2023-07-05,82.4,-2.15,5.28,"Schmitt, Casey",669477,670036,Strikeout,swinging_strike,NA,NA,NA,NA,3,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,2,,0,2,2023,1.72,0.12,0.56,2.91,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,663728,NA,NA,2.81472380100882,-120.027269091812,0.902822345124027,16.0327561581513,23.7525047449745,-31.4230943299521,3.3,1.6,NA,NA,NA,82.3,2600,6.2,717490,670036,663728,645801,543939,676609,641487,672284,677594,606192,54.29,NA,NA,0,1,0,0,NA,65,3,Sweeper,2,0,2,0,0,2,2,0,Standard,Standard,66,-0.005,-0.104
4-Seam,2023-07-05,91.6,-2.31,5.06,"Schmitt, Casey",669477,670036,No event,foul,NA,NA,NA,NA,1,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,NA,,0,1,2023,-0.35,1.08,-0.59,3.09,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,663728,NA,NA,5.12694717682188,-133.308646669149,-1.45116725554859,-5.2537523315807,29.2293790072391,-19.1720348678584,3.3,1.6,191,66.3,40,92,2305,6.6,717490,670036,663728,645801,543939,676609,641487,672284,677594,606192,53.94,NA,NA,NA,NA,NA,NA,NA,65,2,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,196,0,-0.037
4-Seam,2023-07-05,90.6,-2.31,5.1,"Schmitt, Casey",669477,670036,No event,swinging_strike,NA,NA,NA,NA,5,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,NA,,0,0,2023,-0.34,1.14,-0.07,2.25,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,663728,NA,NA,6.34924086611457,-131.971195365899,-3.70918334009414,-5.18295099643654,24.9992476134458,-18.1872036012182,3.3,1.6,NA,NA,NA,91.6,2342,6.6,717490,670036,663728,645801,543939,676609,641487,672284,677594,606192,53.92,NA,NA,NA,NA,NA,NA,NA,65,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,207,0,-0.027
4-Seam,2023-07-04,96.2,-1.01,6.32,"Schmitt, Casey",669477,669302,Field out,hit_into_play,NA,NA,NA,NA,4,"Casey Schmitt grounds out, shortstop J.  P. Crawford to first baseman Mike Ford.",R,R,Right,SF,SEA,X,6,ground_ball,0,0,2023,-0.65,1.22,-0.34,2.54,NA,NA,NA,0,8,Bot,109.03,146.62,NA,NA,608596,NA,NA,3.3288873023931,-140.030721235064,-7.39953168650511,-9.34677684049075,28.9234545783763,-14.6926343746143,3.3,1.6,9,98.3,-15,98.5,2018,7.3,717509,669302,608596,645801,543939,553993,641487,572041,677594,606192,53.15,0.214,0.21,0,1,0,0,2,66,1,4-Seam Fastball,0,6,0,6,6,0,0,6,Standard,Standard,199,-0.004,-0.237
Slider,2023-07-04,89.4,-1.17,6.2,"Schmitt, Casey",669477,669302,Strikeout,swinging_strike_blocked,NA,NA,NA,NA,14,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,2,,0,2,2023,0.01,0.21,0.94,0.72,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,608596,NA,NA,5.2617071245026,-130.104222285426,-8.17143057300041,-0.79648404759197,21.6457002275052,-28.5474078960724,3.3,1.6,NA,NA,NA,91.6,2074,7.2,717509,669302,608596,645801,543939,553993,641487,572041,677594,606192,53.33,NA,NA,0,1,0,0,NA,42,3,Slider,0,3,0,3,3,0,0,3,Standard,Standard,218,-0.016,-0.104
Knuckle Curve,2023-07-04,80.5,-0.73,6.45,"Schmitt, Casey",669477,669302,No event,foul,NA,NA,NA,NA,6,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,NA,,0,1,2023,0.74,-1.09,0.58,2.39,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,608596,NA,NA,1.52390606897494,-117.232469984012,-0.253965738491527,6.52509058243956,22.8816608968215,-42.3746118702313,3.3,1.6,1,64.7,-62,81.5,817,7,717509,669302,608596,645801,543939,553993,641487,572041,677594,606192,53.53,NA,NA,NA,NA,NA,NA,NA,42,2,Knuckle Curve,0,3,0,3,3,0,0,3,Standard,Standard,348,0,-0.037
Slider,2023-07-04,90.8,-1.18,6.26,"Schmitt, Casey",669477,669302,No event,swinging_strike,NA,NA,NA,NA,13,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,NA,,0,0,2023,0.06,0.15,-0.07,1.03,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,608596,NA,NA,2.71618000700841,-132.240993089104,-7.68950185356724,0.162962757167706,24.5945378065513,-29.134816549215,3.3,1.6,NA,NA,NA,92.6,1947,7,717509,669302,608596,645801,543939,553993,641487,572041,677594,606192,53.47,NA,NA,NA,NA,NA,NA,NA,42,1,Slider,0,3,0,3,3,0,0,3,Standard,Standard,218,0,-0.027
Slider,2023-07-04,91,-0.95,6.39,"Schmitt, Casey",669477,669302,Field out,hit_into_play,NA,NA,NA,NA,8,Casey Schmitt flies out to right fielder Teoscar Hernandez.,R,R,Right,SF,SEA,X,9,fly_ball,1,1,2023,0.07,0.13,0.26,2.02,NA,NA,NA,1,3,Bot,158.65,76.29,NA,NA,608596,NA,NA,2.91960417403575,-132.578900871727,-5.47864302863757,0.247774374542626,26.2628729117532,-29.710586743435,3.3,1.6,315,93.3,36,92.5,2028,7,717509,669302,608596,645801,543939,553993,641487,572041,677594,606192,53.54,0.06,0.113,0,1,0,0,3,26,3,Slider,0,3,0,3,3,0,0,3,Standard,Standard,147,-0.016,-0.162
Knuckle Curve,2023-07-04,81.1,-0.78,6.57,"Schmitt, Casey",669477,669302,No event,ball,NA,NA,NA,NA,12,Casey Schmitt flies out to right fielder Teoscar Hernandez.,R,R,Right,SF,SEA,Ball,NA,,0,1,2023,0.51,-1.09,0.91,2.65,NA,NA,NA,1,3,Bot,NA,NA,NA,NA,608596,NA,NA,2.84791881684215,-118.114329720178,-0.0931861699270287,4.25310863426653,21.4978802846675,-42.5613737383479,3.14,1.53,NA,NA,NA,82,2375,6.8,717509,669302,608596,645801,543939,553993,641487,572041,677594,606192,53.75,NA,NA,NA,NA,NA,NA,NA,26,2,Knuckle Curve,0,3,0,3,3,0,0,3,Standard,Standard,27,0,0.021
Slider,2023-07-04,89.9,-0.8,6.43,"Schmitt, Casey",669477,669302,No event,called_strike,NA,NA,NA,NA,11,Casey Schmitt flies out to right fielder Teoscar Hernandez.,R,R,Right,SF,SEA,Strike,NA,,0,0,2023,0.25,0.04,-0.3,3.6,NA,NA,NA,1,3,Bot,NA,NA,NA,NA,608596,NA,NA,0.7268388214588,-130.951424814852,-1.12960740167593,2.68740380688422,28.211486121441,-31.6865362802602,3.38,1.5,NA,NA,NA,91.1,2052,7,717509,669302,608596,645801,543939,553993,641487,572041,677594,606192,53.5,NA,NA,NA,NA,NA,NA,NA,26,1,Slider,0,3,0,3,3,0,0,3,Standard,Standard,94,0,-0.027
Slider,2023-07-03,84.5,-1.2,4.86,"Schmitt, Casey",669477,693433,Strikeout,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,2,,1,2,2023,1.03,0.23,0.86,1.82,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,663728,NA,NA,2.76725028907237,-123.075058805744,-1.22906763392362,9.92889880321709,23.5969947094778,-29.7734561598854,3.31,1.6,NA,NA,NA,85.3,2440,6.7,717516,693433,663728,645801,543939,553993,641487,664238,677594,672284,53.81,NA,NA,0,1,0,0,NA,40,4,Slider,2,1,2,1,1,2,2,1,Standard,Standard,80,-0.021,-0.174
4-Seam,2023-07-03,95.1,-1.09,5.19,"Schmitt, Casey",669477,693433,No event,swinging_strike,NA,NA,NA,NA,1,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,NA,,1,1,2023,-0.5,1.27,-0.31,3.35,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,663728,NA,NA,3.23049502103941,-138.608376299216,-2.11162216034888,-7.19094022470403,28.887382127197,-15.4116804722498,3.31,1.6,NA,NA,NA,96.7,2274,7,717516,693433,663728,645801,543939,553993,641487,664238,677594,672284,53.52,NA,NA,NA,NA,NA,NA,NA,40,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,224,0,-0.052
Sinker,2023-07-03,93.6,-1.06,5.18,"Schmitt, Casey",669477,693433,No event,ball,NA,NA,NA,NA,11,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Ball,NA,,0,1,2023,-1.22,0.65,-1.76,2.95,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,663728,NA,NA,0.931748444863602,-136.427791333399,-1.50136116601007,-15.500848114594,28.7474175402879,-23.9504864962709,3.34,1.63,NA,NA,NA,95.5,2118,7.2,717516,693433,663728,645801,543939,553993,641487,664238,677594,672284,53.31,NA,NA,NA,NA,NA,NA,NA,40,2,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,219,0,0.027
Slider,2023-07-03,82.7,-1.44,5.04,"Schmitt, Casey",669477,693433,No event,called_strike,NA,NA,NA,NA,6,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,NA,,0,0,2023,1.15,0.7,0.58,2.27,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,663728,NA,NA,2.40386458572822,-120.546300577589,-1.21460603979167,10.7428254103157,22.7445774861598,-25.3415370769014,3.22,1.51,NA,NA,NA,83.8,2517,6.9,717516,693433,663728,645801,543939,553993,641487,664238,677594,672284,53.61,NA,NA,NA,NA,NA,NA,NA,40,1,Slider,2,1,2,1,1,2,2,1,Standard,Standard,78,0,-0.038
4-Seam,2023-07-03,96.3,-0.94,5.25,"Schmitt, Casey",669477,693433,Strikeout,swinging_strike,NA,NA,NA,NA,1,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,2,,0,2,2023,-0.56,1.31,-0.31,3.21,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,663728,NA,NA,2.97442523521492,-140.19204019543,-2.8411881951783,-8.02028823331304,32.8407408182749,-14.4530792058461,3.31,1.6,NA,NA,NA,97.8,2192,7.2,717516,693433,663728,645801,543939,553993,641487,664238,677594,672284,53.29,NA,NA,0,1,0,0,NA,21,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,-0.025,-0.152
Sinker,2023-07-03,94.8,-0.97,5.19,"Schmitt, Casey",669477,693433,No event,foul,NA,NA,NA,NA,4,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,NA,,0,1,2023,-1.29,0.53,-0.62,2.74,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,663728,NA,NA,3.85767509509061,-138.023163832408,-1.93219219566317,-17.3532662662503,30.9434707127222,-25.2071912743413,3.31,1.6,163,61.7,24,96.1,2112,7,717516,693433,663728,645801,543939,553993,641487,664238,677594,672284,53.5,NA,NA,NA,NA,NA,NA,NA,21,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218,0,-0.047
Sinker,2023-07-03,95.3,-1.07,5.17,"Schmitt, Casey",669477,693433,No event,called_strike,NA,NA,NA,NA,4,Casey Schmitt strikes out swinging.,R,R,Right,SF,SEA,Strike,NA,,0,0,2023,-1.19,0.65,-0.8,2.27,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,663728,NA,NA,3.45680739917904,-138.844785278557,-3.50191648310923,-16.1362353190548,30.7630787779004,-23.2247752027692,3.34,1.6,NA,NA,NA,97.4,2189,7.4,717516,693433,663728,645801,543939,553993,641487,664238,677594,672284,53.11,NA,NA,NA,NA,NA,NA,NA,21,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218,0,-0.038
Slider,2023-07-02,84.6,2.8,5.8,"Schmitt, Casey",669477,656849,Field out,hit_into_play,NA,NA,NA,NA,8,"Casey Schmitt grounds out, second baseman Jeff McNeil to first baseman Mark Canha.",R,R,Left,NYM,SF,X,4,ground_ball,0,1,2023,-0.21,-0.02,0.01,1.9,682641,543063,NA,2,4,Top,136.01,135.52,NA,NA,682626,NA,NA,-6.13983426502848,-123.049146895756,-2.63293595717523,-0.782104544885123,27.4347010326579,-32.0317128546668,3.31,1.59,117,107.8,3,85.1,2297,6.9,717525,656849,682626,592192,643446,683146,596019,502054,607043,516782,53.56,0.534,0.481,0,1,0,0,4,33,2,Slider,3,1,1,3,1,3,1,3,Standard,Standard,316,0.068,-0.503
4-Seam,2023-07-02,90.6,2.73,5.95,"Schmitt, Casey",669477,656849,No event,foul_tip,NA,NA,NA,NA,2,"Casey Schmitt grounds out, second baseman Jeff McNeil to first baseman Mark Canha.",R,R,Left,NYM,SF,Strike,NA,,0,0,2023,0.73,0.92,-0.25,3.14,682641,543063,NA,2,4,Top,NA,NA,NA,NA,682626,NA,NA,-9.11700589570421,-131.701290059201,-3.10694168290641,10.3265746627548,26.4590603944319,-20.9837562964718,3.31,1.59,NA,NA,NA,92,1893,7.1,717525,656849,682626,592192,643446,683146,596019,502054,607043,516782,53.45,NA,NA,NA,NA,NA,NA,NA,33,1,4-Seam Fastball,3,1,1,3,1,3,1,3,Standard,Standard,131,0,-0.068
Sinker,2023-07-02,94.6,-1.51,5.19,"Schmitt, Casey",669477,701643,Field out,hit_into_play,NA,NA,NA,NA,11,Casey Schmitt pops out softly to first baseman Mark Canha.,R,R,Right,NYM,SF,X,3,popup,0,0,2023,-1.41,0.6,-1.26,2.47,NA,682641,543063,2,6,Top,136.27,181.16,NA,NA,682626,NA,NA,3.77211858145974,-137.709231916855,-2.75711333110724,-18.7759414562807,30.9111926236365,-24.1064776926736,3.31,1.59,61,50.3,72,94.5,2112,6.3,717525,701643,682626,592192,643446,683146,596019,502054,607043,516782,54.25,0.001,0,0,1,0,0,1,54,1,Sinker,5,1,1,5,1,5,1,5,Standard,Standard,239,0.028,-0.472
Slider,2023-07-02,83.2,2.9,5.74,"Schmitt, Casey",669477,656849,Field out,hit_into_play,NA,NA,NA,NA,9,Casey Schmitt lines out to shortstop Francisco Lindor.,R,R,Left,NYM,SF,X,6,line_drive,1,0,2023,-0.15,0.01,0.62,1.72,672275,NA,682641,2,2,Top,116.91,142.99,NA,NA,682626,NA,NA,-4.99382835860824,-121.045362613095,-2.80703696505606,-0.493298483485264,23.688004269414,-31.7045859725905,3.31,1.59,150,92.3,10,84.2,2261,7,717525,656849,682626,592192,643446,683146,596019,502054,607043,516782,53.52,0.626,0.62,0,1,0,0,4,12,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,306,0.05,-0.577
Curveball,2023-07-02,79.2,2.29,6.19,"Schmitt, Casey",669477,656849,No event,ball,NA,NA,NA,NA,13,Casey Schmitt lines out to shortstop Francisco Lindor.,R,R,Left,NYM,SF,Ball,NA,,0,0,2023,-0.15,-0.73,-0.27,-0.52,NA,672275,682641,2,2,Top,NA,NA,NA,NA,682626,NA,NA,-5.36794815178082,-115.148198646644,-6.52876261600909,-0.278503418523333,22.2919851359938,-37.5868521601927,3.34,1.56,NA,NA,NA,79.9,2508,6.9,717525,656849,682626,592192,643446,683146,596019,502054,607043,516782,53.62,NA,NA,NA,NA,NA,NA,NA,12,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,337,-0.005,0.049
2-Seam,2023-07-02,81.9,3.14,5.4,"Schmitt, Casey",669477,548384,Strikeout,called_strike,NA,NA,NA,NA,6,Casey Schmitt called out on strikes.,R,R,Left,NYM,SF,Strike,2,,3,2,2023,-1.05,0.09,0.73,2.63,NA,NA,NA,0,8,Top,NA,NA,NA,NA,682626,NA,NA,-3.41743992055841,-119.308709235364,0.128499916233903,-9.35179533533798,23.6248153198271,-31.527328166359,3.11,1.59,NA,NA,NA,81.8,2945,6.2,717525,548384,682626,592192,643446,683146,596019,502054,607043,516782,54.31,NA,NA,0,1,0,0,NA,72,7,Sweeper,6,4,4,6,4,6,4,6,Standard,Standard,283,0.036,-0.316
Changeup,2023-07-02,85.1,2.84,5.69,"Schmitt, Casey",669477,548384,No event,ball,NA,NA,NA,NA,12,Casey Schmitt called out on strikes.,R,R,Left,NYM,SF,Ball,NA,,2,2,2023,1.52,0.08,2.3,2.52,NA,NA,NA,0,8,Top,NA,NA,NA,NA,682626,NA,NA,-4.27182703567244,-123.921540041339,-1.2594387715489,16.5102371938137,25.6011999308647,-31.2885301610251,3.2,1.62,NA,NA,NA,84.1,2130,5.6,717525,548384,682626,592192,643446,683146,596019,502054,607043,516782,54.85,NA,NA,NA,NA,NA,NA,NA,72,6,Changeup,6,4,4,6,4,6,4,6,Standard,Standard,110,0,0.105
2-Seam,2023-07-02,81.7,3.23,5.42,"Schmitt, Casey",669477,548384,No event,foul,NA,NA,NA,NA,13,Casey Schmitt called out on strikes.,R,R,Left,NYM,SF,Strike,NA,,2,2,2023,-1.19,0.38,-0.78,1.22,NA,NA,NA,0,8,Top,NA,NA,NA,NA,682626,NA,NA,-6.69656479629491,-118.741880264206,-3.49286095031069,-9.68683395983827,26.2257199683546,-28.0456418011499,3.31,1.59,161,102,10,80.8,2959,6.1,717525,548384,682626,592192,643446,683146,596019,502054,607043,516782,54.4,NA,NA,NA,NA,NA,NA,NA,72,5,Sweeper,6,4,4,6,4,6,4,6,Standard,Standard,295,0,0
Cutter,2023-07-02,88.3,3.16,5.66,"Schmitt, Casey",669477,548384,No event,ball,NA,NA,NA,NA,11,Casey Schmitt called out on strikes.,R,R,Left,NYM,SF,Ball,NA,,1,2,2023,-0.23,0.59,-0.15,3.52,NA,NA,NA,0,8,Top,NA,NA,NA,NA,682626,NA,NA,-7.49525309002368,-128.405028856789,-0.355635196067042,-1.05340211666828,25.4332704116791,-25.7902587447742,3.17,1.59,NA,NA,NA,87.5,2571,5.7,717525,548384,682626,592192,643446,683146,596019,502054,607043,516782,54.78,NA,NA,NA,NA,NA,NA,NA,72,4,Cutter,6,4,4,6,4,6,4,6,Standard,Standard,167,0,0.037
Changeup,2023-07-02,84.8,2.97,5.74,"Schmitt, Casey",669477,548384,No event,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt called out on strikes.,R,R,Left,NYM,SF,Strike,NA,,1,1,2023,1.54,0.33,1.06,1.94,NA,NA,NA,0,8,Top,NA,NA,NA,NA,682626,NA,NA,-7.46677962190629,-123.300459941864,-3.13428382882403,17.2602833870534,25.7032522724418,-28.3972995209618,3.31,1.59,NA,NA,NA,83.7,2278,5.7,717525,548384,682626,592192,643446,683146,596019,502054,607043,516782,54.81,NA,NA,NA,NA,NA,NA,NA,72,3,Changeup,6,4,4,6,4,6,4,6,Standard,Standard,108,0,-0.052
2-Seam,2023-07-02,82.9,3.18,5.49,"Schmitt, Casey",669477,548384,No event,ball,NA,NA,NA,NA,13,Casey Schmitt called out on strikes.,R,R,Left,NYM,SF,Ball,NA,,0,1,2023,-1.32,0.25,-1.52,1.83,NA,NA,NA,0,8,Top,NA,NA,NA,NA,682626,NA,NA,-8.0417432921305,-120.381973992162,-2.2284125570874,-10.8748349678593,27.2874766572674,-29.5249886791071,3.14,1.59,NA,NA,NA,81.3,2983,5.7,717525,548384,682626,592192,643446,683146,596019,502054,607043,516782,54.78,NA,NA,NA,NA,NA,NA,NA,72,2,Sweeper,6,4,4,6,4,6,4,6,Standard,Standard,297,0,0.027
Cutter,2023-07-02,86.7,2.91,5.71,"Schmitt, Casey",669477,548384,No event,swinging_strike,NA,NA,NA,NA,13,Casey Schmitt called out on strikes.,R,R,Left,NYM,SF,Strike,NA,,0,0,2023,-0.17,0.36,-1.03,1.89,NA,NA,NA,0,8,Top,NA,NA,NA,NA,682626,NA,NA,-8.9865465111163,-126.05143613723,-3.66660623520462,-0.165676316673642,23.7049717356445,-27.8326236701257,3.31,1.59,NA,NA,NA,86.1,2644,5.8,717525,548384,682626,592192,643446,683146,596019,502054,607043,516782,54.68,NA,NA,NA,NA,NA,NA,NA,72,1,Cutter,6,4,4,6,4,6,4,6,Standard,Standard,160,0,-0.038
Changeup,2023-06-30,84.2,2.98,5.67,"Schmitt, Casey",669477,548384,Strikeout,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt strikes out swinging.,R,R,Left,NYM,SF,Strike,2,,1,2,2023,1.68,0.25,1.09,1.09,NA,NA,NA,1,7,Top,NA,NA,NA,NA,553882,NA,NA,-7.61950237026454,-122.387707946671,-4.68127339721564,18.3766931522174,24.6084466405874,-28.9340327357631,3.31,1.59,NA,NA,NA,83.2,2288,5.7,717556,548384,553882,624413,643446,683146,596019,502054,607043,592192,54.77,NA,NA,0,1,0,0,NA,53,4,Changeup,4,2,2,4,2,4,2,4,Standard,Standard,107,0.023,-0.118
